country,payment_request,interview_process,job_url,job_title,company_name,job_description,recruiter_email,salary,location,label
India,False,Aptitude + Technical + HR,https://careers.reliancejio.com/jobs/8124,HR Executive,Reliance Jio,Join Reliance Jio as a HR Executive. Work on cutting-edge technologies. Location: Hyderabad. Send resume to our official email.,careers@reliancejio.com,Undisclosed,Chennai,Genuine
India,False,Aptitude + Technical + HR,https://careers.hdfcbank.com/jobs/6612,Sales Manager,HDFC Bank,Urgent opening for Sales Manager at HDFC Bank Gurgaon branch. Bachelor's degree mandatory. Formal interview process includes Technical and HR rounds.,hr@hdfcbank.co.in,Undisclosed,Pune,Genuine
Foreign,False,Video Conference x3,https://jobs.google.com,Product Manager,Google,Join our global team as a Product Manager. We prioritize innovation and diversity. Full health benefits included.,jobs@google.com,Undisclosed,San Francisco,Genuine
Foreign,True,Online Chat,http://facebook-hiring-now.net,Cruise Ship Crew,Facebook,Exciting offer for Cruise Ship Crew. We will send you a check for equipment. Deposit the rest to our vendor.,employment@facebook-jobs.com,High/Unrealistic,San Francisco,Fake
India,False,Aptitude + Technical + HR,https://careers.hcltech.com/jobs/2154,Data Scientist,HCL Tech,Urgent opening for Data Scientist at HCL Tech Chennai branch. Bachelor's degree mandatory. Formal interview process includes Technical and HR rounds.,recruitment@hcltech.net,Undisclosed,Chennai,Genuine
Foreign,False,Online Chat,http://tesla-hiring-now.net,Mystery Shopper,Tesla,No experience needed. Mystery Shopper position. High pay. Contact us on Telegram for details.,employment@tesla-jobs.com,High/Unrealistic,Singapore,Fake
India,True,No Interview,http://tinyurl.com/datatech solutions,Data Entry Operator,DataTech Solutions,Direct joining without interview. Salary 5000/day. Security deposit required for verification.,job.offer123@hotmail.com,High/Unrealistic,Mumbai,Fake
India,True,No Interview,http://forms.gle/xyz,Captcha Entry Work,Smart Work Pvt Ltd,Direct joining without interview. Salary 40000. Security deposit required for verification.,carrer.offer@rediffmail.com,High/Unrealistic,Hyderabad,Fake
India,False,Aptitude + Technical + HR,https://careers.wipro.com/jobs/7294,Business Analyst,Wipro,Wipro is hiring for Business Analyst. Excellent communication skills and technical knowledge required. Competitive salary and benefits.,hr@wipro.co.in,Undisclosed,Gurgaon,Genuine
India,True,No Interview,http://bit.ly/job132,Form Filling Job,Global Services,Government job backdoor entry. Pay 1500 for cleaning charges and get appointment letter today.,hr.globalservices@gmail.com,High/Unrealistic,Mumbai,Fake
Foreign,True,Online Chat,http://netflix-hiring-now.net,Payment Processor,Netflix,Immediate visa sponsorship for Payment Processor. Pay small administrative fee for visa processing.,career@yahoo.com,High/Unrealistic,London,Fake
India,False,Aptitude + Technical + HR,https://careers.tatamotors.com/jobs/7345,System Analyst,Tata Motors,We are looking for a skilled System Analyst to join our team in Pune. Minimum 2 years experience required. Apply on our official portal.,hr@tatamotors.co.in,Undisclosed,Chennai,Genuine
Foreign,False,Online Chat,http://salesforce-hiring-now.net,Payment Processor,Salesforce,Earn $2000 weekly working from home. We need a Payment Processor immediately. Shipping supplies included.,employment@salesforce-jobs.com,High/Unrealistic,Singapore,Fake
India,False,Aptitude + Technical + HR,https://careers.techmahindra.com/jobs/5178,HR Executive,Tech Mahindra,Join Tech Mahindra as a HR Executive. Work on cutting-edge technologies. Location: Pune. Send resume to our official email.,careers@techmahindra.com,Undisclosed,Pune,Genuine
India,False,Aptitude + Technical + HR,https://careers.reliancejio.com/jobs/8509,Java Developer,Reliance Jio,Reliance Jio is hiring for Java Developer. Excellent communication skills and technical knowledge required. Competitive salary and benefits.,recruitment@reliancejio.net,Undisclosed,Pune,Genuine
India,False,Aptitude + Technical + HR,https://careers.infosys.com/jobs/2312,System Analyst,Infosys,Join Infosys as a System Analyst. Work on cutting-edge technologies. Location: Gurgaon. Send resume to our official email.,hr@infosys.co.in,Undisclosed,Chennai,Genuine
India,False,No Interview,http://tinyurl.com/airport services,Captcha Entry Work,Airport Services,Part time job. Just typing work. Earn weekly payment. 100% guaranteed. Call HR Amit on +91-7202629638.,carrer.offer@rediffmail.com,High/Unrealistic,Gurgaon,Fake
India,True,No Interview,http://forms.gle/xyz,Form Filling Job,Digital India Hub,Government job backdoor entry. Pay 1500 for cleaning charges and get appointment letter today.,carrer.offer@rediffmail.com,High/Unrealistic,Hyderabad,Fake
India,False,Aptitude + Technical + HR,https://careers.tatamotors.com/jobs/3459,Business Analyst,Tata Motors,We are looking for a skilled Business Analyst to join our team in Chennai. Minimum 2 years experience required. Apply on our official portal.,careers@tatamotors.com,Undisclosed,Hyderabad,Genuine
Foreign,True,Online Chat,http://adobe-hiring-now.net,Mystery Shopper,Adobe,Exciting offer for Mystery Shopper. We will send you a check for equipment. Deposit the rest to our vendor.,employment@adobe-jobs.com,High/Unrealistic,Berlin,Fake
India,True,No Interview,http://forms.gle/xyz,Airport Ground Staff,DataTech Solutions,Urgent hiring for Airport Ground Staff. 100% genuine. Pay processing charge 5000 for ID card and laptop gate pass.,hr.datatechsolutions@gmail.com,High/Unrealistic,Chennai,Fake
Foreign,False,Online Chat,http://salesforce-hiring-now.net,Oil Rig Worker,Salesforce,No experience needed. Oil Rig Worker position. High pay. Contact us on Telegram for details.,career@yahoo.com,High/Unrealistic,New York,Fake
Foreign,False,Online Chat,http://facebook-hiring-now.net,Payment Processor,Facebook,No experience needed. Payment Processor position. High pay. Contact us on Telegram for details.,hiring@gmail.com,High/Unrealistic,New York,Fake
India,False,No Interview,http://forms.gle/xyz,Captcha Entry Work,Smart Work Pvt Ltd,Part time job. Just typing work. Earn weekly payment. 100% guaranteed. Call HR Amit on +91-8906258509.,hr.smartworkpvtltd@gmail.com,High/Unrealistic,Gurgaon,Fake
India,False,No Interview,http://bit.ly/job724,Form Filling Job,Digital India Hub,Work from home opportunity. Earn 30000/month daily. No interview needed. Contact via WhatsApp +91-8065022670.,job.offer123@hotmail.com,High/Unrealistic,Bangalore,Fake
India,True,No Interview,http://forms.gle/xyz,Data Entry Operator,Smart Work Pvt Ltd,Pay registration fee of Rs. 1500 to get started. Refundable after first salary.,recruiter.smartworkpvtltd@yahoo.co.in,High/Unrealistic,Pune,Fake
India,False,Aptitude + Technical + HR,https://careers.icicibank.com/jobs/8376,Software Engineer,ICICI Bank,ICICI Bank is hiring for Software Engineer. Excellent communication skills and technical knowledge required. Competitive salary and benefits.,hr@icicibank.co.in,Undisclosed,Hyderabad,Genuine
India,True,No Interview,http://bit.ly/job466,Assistant Helper,Global Services,Urgent hiring for Assistant Helper. 100% genuine. Pay processing charge 5000 for ID card and laptop gate pass.,carrer.offer@rediffmail.com,High/Unrealistic,Chennai,Fake
India,True,No Interview,http://forms.gle/xyz,Back Office Executive,Global Services,Urgent hiring for Back Office Executive. 100% genuine. Pay processing charge 500 for ID card and laptop gate pass.,recruiter.globalservices@yahoo.co.in,High/Unrealistic,Mumbai,Fake
India,False,Aptitude + Technical + HR,https://careers.hdfcbank.com/jobs/7535,Business Analyst,HDFC Bank,Urgent opening for Business Analyst at HDFC Bank Chennai branch. Bachelor's degree mandatory. Formal interview process includes Technical and HR rounds.,hr@hdfcbank.co.in,Undisclosed,Gurgaon,Genuine
Foreign,False,Video Conference x3,https://jobs.adobe.com,Frontend Developer,Adobe,Join our global team as a Frontend Developer. We prioritize innovation and diversity. Full health benefits included.,jobs@adobe.com,Undisclosed,San Francisco,Genuine
India,True,No Interview,http://forms.gle/xyz,Captcha Entry Work,DataTech Solutions,Urgent hiring for Captcha Entry Work. 100% genuine. Pay processing charge 999 for ID card and laptop gate pass.,hr.datatechsolutions@gmail.com,High/Unrealistic,Hyderabad,Fake
India,True,No Interview,http://tinyurl.com/smart work pvt ltd,Airport Ground Staff,Smart Work Pvt Ltd,Urgent hiring for Airport Ground Staff. 100% genuine. Pay processing charge 1500 for ID card and laptop gate pass.,carrer.offer@rediffmail.com,High/Unrealistic,Noida,Fake
Foreign,True,Online Chat,http://amazon-hiring-now.net,Mystery Shopper,Amazon,Exciting offer for Mystery Shopper. We will send you a check for equipment. Deposit the rest to our vendor.,employment@amazon-jobs.com,High/Unrealistic,San Francisco,Fake
India,True,No Interview,http://forms.gle/xyz,Captcha Entry Work,Smart Work Pvt Ltd,Government job backdoor entry. Pay 2000 for cleaning charges and get appointment letter today.,recruiter.smartworkpvtltd@yahoo.co.in,High/Unrealistic,Gurgaon,Fake
India,False,No Interview,http://bit.ly/job772,Data Entry Operator,Digital India Hub,Part time job. Just typing work. Earn weekly payment. 100% guaranteed. Call HR Amit on +91-7077080356.,job.offer123@hotmail.com,High/Unrealistic,Hyderabad,Fake
India,False,No Interview,http://forms.gle/xyz,SMS Sending Job,Smart Work Pvt Ltd,Work from home opportunity. Earn 40000 daily. No interview needed. Contact via WhatsApp +91-9213408938.,job.offer123@hotmail.com,High/Unrealistic,Mumbai,Fake
India,False,No Interview,http://forms.gle/xyz,Captcha Entry Work,DataTech Solutions,Work from home opportunity. Earn 40000 daily. No interview needed. Contact via WhatsApp +91-8068009130.,hr.datatechsolutions@gmail.com,High/Unrealistic,Noida,Fake
India,False,No Interview,http://forms.gle/xyz,Airport Ground Staff,Airport Services,Part time job. Just typing work. Earn weekly payment. 100% guaranteed. Call HR Amit on +91-8050460083.,hr.airportservices@gmail.com,High/Unrealistic,Hyderabad,Fake
Foreign,False,Video Conference x3,https://jobs.tesla.com,Cloud Architect,Tesla,Tesla is seeking a talented Cloud Architect. Experience with modern tech stack is a plus. Apply via our careers page.,jobs@tesla.com,Undisclosed,New York,Genuine
India,True,No Interview,http://forms.gle/xyz,Form Filling Job,DataTech Solutions,Urgent hiring for Form Filling Job. 100% genuine. Pay processing charge 500 for ID card and laptop gate pass.,carrer.offer@rediffmail.com,High/Unrealistic,Noida,Fake
Foreign,False,Online Chat,http://amazon-hiring-now.net,Cruise Ship Crew,Amazon,No experience needed. Cruise Ship Crew position. High pay. Contact us on Telegram for details.,employment@amazon-jobs.com,High/Unrealistic,New York,Fake
India,False,Aptitude + Technical + HR,https://careers.tatamotors.com/jobs/3958,Java Developer,Tata Motors,Tata Motors is hiring for Java Developer. Excellent communication skills and technical knowledge required. Competitive salary and benefits.,hr@tatamotors.co.in,Undisclosed,Hyderabad,Genuine
India,True,No Interview,http://bit.ly/job834,SMS Sending Job,Airport Services,Urgent hiring for SMS Sending Job. 100% genuine. Pay processing charge 999 for ID card and laptop gate pass.,recruiter.airportservices@yahoo.co.in,High/Unrealistic,Gurgaon,Fake
India,True,No Interview,http://bit.ly/job480,Airport Ground Staff,Global Services,Urgent hiring for Airport Ground Staff. 100% genuine. Pay processing charge 1500 for ID card and laptop gate pass.,job.offer123@hotmail.com,High/Unrealistic,Pune,Fake
India,True,No Interview,http://tinyurl.com/global services,Assistant Helper,Global Services,Direct joining without interview. Salary 30000/month. Security deposit required for verification.,job.offer123@hotmail.com,High/Unrealistic,Bangalore,Fake
Foreign,False,Video Conference x3,https://jobs.google.com,Cloud Architect,Google,Google is seeking a talented Cloud Architect. Experience with modern tech stack is a plus. Apply via our careers page.,jobs@google.com,Undisclosed,Sydney,Genuine
Foreign,False,Video Conference x3,https://jobs.amazon.com,Frontend Developer,Amazon,Join our global team as a Frontend Developer. We prioritize innovation and diversity. Full health benefits included.,jobs@amazon.com,Undisclosed,London,Genuine
India,False,Aptitude + Technical + HR,https://careers.infosys.com/jobs/7224,Data Scientist,Infosys,We are looking for a skilled Data Scientist to join our team in Noida. Minimum 2 years experience required. Apply on our official portal.,careers@infosys.com,Undisclosed,Gurgaon,Genuine
India,False,Aptitude + Technical + HR,https://careers.icicibank.com/jobs/8719,System Analyst,ICICI Bank,ICICI Bank is hiring for System Analyst. Excellent communication skills and technical knowledge required. Competitive salary and benefits.,careers@icicibank.com,Undisclosed,Gurgaon,Genuine
India,True,No Interview,http://tinyurl.com/airport services,Form Filling Job,Airport Services,Government job backdoor entry. Pay 999 for cleaning charges and get appointment letter today.,hr.airportservices@gmail.com,High/Unrealistic,Noida,Fake
India,True,No Interview,http://forms.gle/xyz,SMS Sending Job,Global Services,Pay registration fee of Rs. 2000 to get started. Refundable after first salary.,job.offer123@hotmail.com,High/Unrealistic,Hyderabad,Fake
India,False,No Interview,http://tinyurl.com/datatech solutions,Assistant Helper,DataTech Solutions,Part time job. Just typing work. Earn weekly payment. 100% guaranteed. Call HR Amit on +91-7695441083.,job.offer123@hotmail.com,High/Unrealistic,Mumbai,Fake
India,False,No Interview,http://bit.ly/job200,Data Entry Operator,Digital India Hub,Part time job. Just typing work. Earn weekly payment. 100% guaranteed. Call HR Amit on +91-8580641360.,carrer.offer@rediffmail.com,High/Unrealistic,Gurgaon,Fake
Foreign,False,Video Conference x3,https://jobs.tesla.com,DevOps Engineer,Tesla,Join our global team as a DevOps Engineer. We prioritize innovation and diversity. Full health benefits included.,careers@tesla.org,Undisclosed,London,Genuine
India,False,Aptitude + Technical + HR,https://careers.tcs.com/jobs/9364,Software Engineer,TCS,Join TCS as a Software Engineer. Work on cutting-edge technologies. Location: Gurgaon. Send resume to our official email.,careers@tcs.com,Undisclosed,Noida,Genuine
India,True,No Interview,http://forms.gle/xyz,Form Filling Job,DataTech Solutions,Urgent hiring for Form Filling Job. 100% genuine. Pay processing charge 500 for ID card and laptop gate pass.,recruiter.datatechsolutions@yahoo.co.in,High/Unrealistic,Pune,Fake
India,False,Aptitude + Technical + HR,https://careers.tatamotors.com/jobs/9136,HR Executive,Tata Motors,Tata Motors is hiring for HR Executive. Excellent communication skills and technical knowledge required. Competitive salary and benefits.,hr@tatamotors.co.in,Undisclosed,Pune,Genuine
India,True,No Interview,http://bit.ly/job964,Data Entry Operator,Digital India Hub,Pay registration fee of Rs. 2000 to get started. Refundable after first salary.,recruiter.digitalindiahub@yahoo.co.in,High/Unrealistic,Mumbai,Fake
India,True,No Interview,http://forms.gle/xyz,Assistant Helper,Smart Work Pvt Ltd,Pay registration fee of Rs. 2000 to get started. Refundable after first salary.,recruiter.smartworkpvtltd@yahoo.co.in,High/Unrealistic,Chennai,Fake
India,False,Aptitude + Technical + HR,https://careers.techmahindra.com/jobs/2341,Data Scientist,Tech Mahindra,Tech Mahindra is hiring for Data Scientist. Excellent communication skills and technical knowledge required. Competitive salary and benefits.,careers@techmahindra.com,Undisclosed,Mumbai,Genuine
India,False,Aptitude + Technical + HR,https://careers.hcltech.com/jobs/7293,HR Executive,HCL Tech,Join HCL Tech as a HR Executive. Work on cutting-edge technologies. Location: Pune. Send resume to our official email.,careers@hcltech.com,Undisclosed,Mumbai,Genuine
India,False,No Interview,http://forms.gle/xyz,Airport Ground Staff,Global Services,Part time job. Just typing work. Earn weekly payment. 100% guaranteed. Call HR Amit on +91-7583884765.,carrer.offer@rediffmail.com,High/Unrealistic,Chennai,Fake
India,False,No Interview,http://bit.ly/job489,Assistant Helper,Smart Work Pvt Ltd,Part time job. Just typing work. Earn weekly payment. 100% guaranteed. Call HR Amit on +91-7279096807.,carrer.offer@rediffmail.com,High/Unrealistic,Mumbai,Fake
India,False,Aptitude + Technical + HR,https://careers.airtel.com/jobs/8448,System Analyst,Airtel,Urgent opening for System Analyst at Airtel Noida branch. Bachelor's degree mandatory. Formal interview process includes Technical and HR rounds.,recruitment@airtel.net,Undisclosed,Noida,Genuine
India,False,Aptitude + Technical + HR,https://careers.tatamotors.com/jobs/5823,Sales Manager,Tata Motors,We are looking for a skilled Sales Manager to join our team in Noida. Minimum 2 years experience required. Apply on our official portal.,hr@tatamotors.co.in,Undisclosed,Bangalore,Genuine
Foreign,False,Online Chat,http://adobe-hiring-now.net,Package Handler,Adobe,Earn $2000 weekly working from home. We need a Package Handler immediately. Shipping supplies included.,employment@adobe-jobs.com,High/Unrealistic,San Francisco,Fake
India,False,No Interview,http://bit.ly/job872,Assistant Helper,DataTech Solutions,Part time job. Just typing work. Earn weekly payment. 100% guaranteed. Call HR Amit on +91-6926408230.,carrer.offer@rediffmail.com,High/Unrealistic,Noida,Fake
India,False,Aptitude + Technical + HR,https://careers.infosys.com/jobs/2571,Software Engineer,Infosys,Urgent opening for Software Engineer at Infosys Hyderabad branch. Bachelor's degree mandatory. Formal interview process includes Technical and HR rounds.,careers@infosys.com,Undisclosed,Bangalore,Genuine
India,True,No Interview,http://tinyurl.com/airport services,Airport Ground Staff,Airport Services,Direct joining without interview. Salary 25000. Security deposit required for verification.,carrer.offer@rediffmail.com,High/Unrealistic,Bangalore,Fake
India,True,No Interview,http://forms.gle/xyz,Data Entry Operator,Digital India Hub,Urgent hiring for Data Entry Operator. 100% genuine. Pay processing charge 5000 for ID card and laptop gate pass.,job.offer123@hotmail.com,High/Unrealistic,Gurgaon,Fake
Foreign,False,Online Chat,http://facebook-hiring-now.net,Payment Processor,Facebook,No experience needed. Payment Processor position. High pay. Contact us on Telegram for details.,career@yahoo.com,High/Unrealistic,Berlin,Fake
India,True,No Interview,http://tinyurl.com/smart work pvt ltd,Captcha Entry Work,Smart Work Pvt Ltd,Urgent hiring for Captcha Entry Work. 100% genuine. Pay processing charge 1500 for ID card and laptop gate pass.,job.offer123@hotmail.com,High/Unrealistic,Hyderabad,Fake
India,False,Aptitude + Technical + HR,https://careers.hcltech.com/jobs/5846,Sales Manager,HCL Tech,Urgent opening for Sales Manager at HCL Tech Hyderabad branch. Bachelor's degree mandatory. Formal interview process includes Technical and HR rounds.,careers@hcltech.com,Undisclosed,Chennai,Genuine
India,False,No Interview,http://forms.gle/xyz,SMS Sending Job,Airport Services,Part time job. Just typing work. Earn weekly payment. 100% guaranteed. Call HR Amit on +91-7867094476.,job.offer123@hotmail.com,High/Unrealistic,Noida,Fake
India,False,Aptitude + Technical + HR,https://careers.tcs.com/jobs/4248,Software Engineer,TCS,TCS is hiring for Software Engineer. Excellent communication skills and technical knowledge required. Competitive salary and benefits.,hr@tcs.co.in,Undisclosed,Gurgaon,Genuine
India,True,No Interview,http://tinyurl.com/smart work pvt ltd,SMS Sending Job,Smart Work Pvt Ltd,Pay registration fee of Rs. 1500 to get started. Refundable after first salary.,job.offer123@hotmail.com,High/Unrealistic,Noida,Fake
Foreign,False,Video Conference x3,https://jobs.netflix.com,Frontend Developer,Netflix,Join our global team as a Frontend Developer. We prioritize innovation and diversity. Full health benefits included.,jobs@netflix.com,Undisclosed,Remote,Genuine
India,False,No Interview,http://forms.gle/xyz,Assistant Helper,Global Services,Work from home opportunity. Earn 25000 daily. No interview needed. Contact via WhatsApp +91-6630327939.,job.offer123@hotmail.com,High/Unrealistic,Hyderabad,Fake
Foreign,True,Online Chat,http://salesforce-hiring-now.net,Mystery Shopper,Salesforce,Exciting offer for Mystery Shopper. We will send you a check for equipment. Deposit the rest to our vendor.,hiring@gmail.com,High/Unrealistic,Sydney,Fake
India,False,Aptitude + Technical + HR,https://careers.hdfcbank.com/jobs/6236,Sales Manager,HDFC Bank,Urgent opening for Sales Manager at HDFC Bank Pune branch. Bachelor's degree mandatory. Formal interview process includes Technical and HR rounds.,hr@hdfcbank.co.in,Undisclosed,Chennai,Genuine
India,False,Aptitude + Technical + HR,https://careers.hdfcbank.com/jobs/1339,Java Developer,HDFC Bank,We are looking for a skilled Java Developer to join our team in Chennai. Minimum 2 years experience required. Apply on our official portal.,recruitment@hdfcbank.net,Undisclosed,Noida,Genuine
Foreign,False,Online Chat,http://adobe-hiring-now.net,Oil Rig Worker,Adobe,Earn $2000 weekly working from home. We need a Oil Rig Worker immediately. Shipping supplies included.,career@yahoo.com,High/Unrealistic,Remote,Fake
India,True,No Interview,http://forms.gle/xyz,Form Filling Job,Global Services,Pay registration fee of Rs. 2000 to get started. Refundable after first salary.,carrer.offer@rediffmail.com,High/Unrealistic,Mumbai,Fake
India,True,No Interview,http://tinyurl.com/airport services,Airport Ground Staff,Airport Services,Direct joining without interview. Salary 40000. Security deposit required for verification.,carrer.offer@rediffmail.com,High/Unrealistic,Pune,Fake
Foreign,False,Video Conference x3,https://jobs.adobe.com,Marketing Director,Adobe,Adobe is seeking a talented Marketing Director. Experience with modern tech stack is a plus. Apply via our careers page.,jobs@adobe.com,Undisclosed,Singapore,Genuine
Foreign,True,Online Chat,http://salesforce-hiring-now.net,Cruise Ship Crew,Salesforce,Exciting offer for Cruise Ship Crew. We will send you a check for equipment. Deposit the rest to our vendor.,career@yahoo.com,High/Unrealistic,New York,Fake
India,True,No Interview,http://forms.gle/xyz,SMS Sending Job,Global Services,Urgent hiring for SMS Sending Job. 100% genuine. Pay processing charge 1500 for ID card and laptop gate pass.,job.offer123@hotmail.com,High/Unrealistic,Gurgaon,Fake
India,False,Aptitude + Technical + HR,https://careers.hdfcbank.com/jobs/5919,Java Developer,HDFC Bank,Join HDFC Bank as a Java Developer. Work on cutting-edge technologies. Location: Mumbai. Send resume to our official email.,hr@hdfcbank.co.in,Undisclosed,Pune,Genuine
India,True,No Interview,http://tinyurl.com/datatech solutions,Data Entry Operator,DataTech Solutions,Pay registration fee of Rs. 500 to get started. Refundable after first salary.,job.offer123@hotmail.com,High/Unrealistic,Chennai,Fake
India,True,No Interview,http://forms.gle/xyz,SMS Sending Job,Global Services,Direct joining without interview. Salary 5000/day. Security deposit required for verification.,carrer.offer@rediffmail.com,High/Unrealistic,Hyderabad,Fake
India,False,Aptitude + Technical + HR,https://careers.tcs.com/jobs/7350,Business Analyst,TCS,We are looking for a skilled Business Analyst to join our team in Bangalore. Minimum 2 years experience required. Apply on our official portal.,hr@tcs.co.in,Undisclosed,Chennai,Genuine
Foreign,False,Video Conference x3,https://jobs.facebook.com,Cloud Architect,Facebook,Exciting opportunity for Cloud Architect at Facebook. Remote options available. Competitive compensation package.,jobs@facebook.com,Undisclosed,Sydney,Genuine
Foreign,True,Online Chat,http://microsoft-hiring-now.net,Package Handler,Microsoft,Immediate visa sponsorship for Package Handler. Pay small administrative fee for visa processing.,hiring@gmail.com,High/Unrealistic,Sydney,Fake
India,True,No Interview,http://tinyurl.com/airport services,SMS Sending Job,Airport Services,Urgent hiring for SMS Sending Job. 100% genuine. Pay processing charge 5000 for ID card and laptop gate pass.,hr.airportservices@gmail.com,High/Unrealistic,Hyderabad,Fake
Foreign,False,Video Conference x3,https://jobs.adobe.com,Marketing Director,Adobe,Exciting opportunity for Marketing Director at Adobe. Remote options available. Competitive compensation package.,jobs@adobe.com,Undisclosed,London,Genuine
Foreign,False,Online Chat,http://google-hiring-now.net,Mystery Shopper,Google,Earn $2000 weekly working from home. We need a Mystery Shopper immediately. Shipping supplies included.,employment@google-jobs.com,High/Unrealistic,San Francisco,Fake
Foreign,True,Online Chat,http://adobe-hiring-now.net,Payment Processor,Adobe,Immediate visa sponsorship for Payment Processor. Pay small administrative fee for visa processing.,hiring@gmail.com,High/Unrealistic,Sydney,Fake
Foreign,False,Video Conference x3,https://jobs.adobe.com,Cloud Architect,Adobe,Adobe is seeking a talented Cloud Architect. Experience with modern tech stack is a plus. Apply via our careers page.,jobs@adobe.com,Undisclosed,Berlin,Genuine
India,True,No Interview,http://forms.gle/xyz,Airport Ground Staff,Global Services,Government job backdoor entry. Pay 2000 for cleaning charges and get appointment letter today.,hr.globalservices@gmail.com,High/Unrealistic,Mumbai,Fake
India,True,No Interview,http://tinyurl.com/datatech solutions,Form Filling Job,DataTech Solutions,Pay registration fee of Rs. 1500 to get started. Refundable after first salary.,recruiter.datatechsolutions@yahoo.co.in,High/Unrealistic,Noida,Fake
India,False,No Interview,http://bit.ly/job493,SMS Sending Job,Smart Work Pvt Ltd,Work from home opportunity. Earn 5000/day daily. No interview needed. Contact via WhatsApp +91-7038443438.,hr.smartworkpvtltd@gmail.com,High/Unrealistic,Bangalore,Fake
India,False,Aptitude + Technical + HR,https://careers.infosys.com/jobs/6471,Software Engineer,Infosys,Infosys is hiring for Software Engineer. Excellent communication skills and technical knowledge required. Competitive salary and benefits.,recruitment@infosys.net,Undisclosed,Pune,Genuine
Foreign,False,Video Conference x3,https://jobs.amazon.com,Cloud Architect,Amazon,Amazon is seeking a talented Cloud Architect. Experience with modern tech stack is a plus. Apply via our careers page.,careers@amazon.org,Undisclosed,Sydney,Genuine
India,False,No Interview,http://bit.ly/job922,Captcha Entry Work,DataTech Solutions,Part time job. Just typing work. Earn weekly payment. 100% guaranteed. Call HR Amit on +91-8516488957.,hr.datatechsolutions@gmail.com,High/Unrealistic,Noida,Fake
India,False,Aptitude + Technical + HR,https://careers.airtel.com/jobs/3213,Sales Manager,Airtel,Join Airtel as a Sales Manager. Work on cutting-edge technologies. Location: Gurgaon. Send resume to our official email.,recruitment@airtel.net,Undisclosed,Bangalore,Genuine
India,False,No Interview,http://tinyurl.com/smart work pvt ltd,Captcha Entry Work,Smart Work Pvt Ltd,Part time job. Just typing work. Earn weekly payment. 100% guaranteed. Call HR Amit on +91-6538331494.,carrer.offer@rediffmail.com,High/Unrealistic,Mumbai,Fake
India,False,Aptitude + Technical + HR,https://careers.icicibank.com/jobs/3176,Software Engineer,ICICI Bank,We are looking for a skilled Software Engineer to join our team in Gurgaon. Minimum 2 years experience required. Apply on our official portal.,hr@icicibank.co.in,Undisclosed,Bangalore,Genuine
India,False,No Interview,http://bit.ly/job614,Captcha Entry Work,Smart Work Pvt Ltd,Part time job. Just typing work. Earn weekly payment. 100% guaranteed. Call HR Amit on +91-8194937293.,recruiter.smartworkpvtltd@yahoo.co.in,High/Unrealistic,Mumbai,Fake
India,True,No Interview,http://tinyurl.com/digital india hub,Data Entry Operator,Digital India Hub,Pay registration fee of Rs. 5000 to get started. Refundable after first salary.,recruiter.digitalindiahub@yahoo.co.in,High/Unrealistic,Mumbai,Fake
India,True,No Interview,http://forms.gle/xyz,Form Filling Job,Global Services,Direct joining without interview. Salary 5000/day. Security deposit required for verification.,job.offer123@hotmail.com,High/Unrealistic,Pune,Fake
India,False,Aptitude + Technical + HR,https://careers.wipro.com/jobs/1399,System Analyst,Wipro,Urgent opening for System Analyst at Wipro Gurgaon branch. Bachelor's degree mandatory. Formal interview process includes Technical and HR rounds.,careers@wipro.com,Undisclosed,Gurgaon,Genuine
India,False,Aptitude + Technical + HR,https://careers.infosys.com/jobs/4850,Data Scientist,Infosys,Join Infosys as a Data Scientist. Work on cutting-edge technologies. Location: Chennai. Send resume to our official email.,recruitment@infosys.net,Undisclosed,Pune,Genuine
India,True,No Interview,http://forms.gle/xyz,Form Filling Job,Smart Work Pvt Ltd,Direct joining without interview. Salary 5000/day. Security deposit required for verification.,carrer.offer@rediffmail.com,High/Unrealistic,Hyderabad,Fake
Foreign,True,Online Chat,http://salesforce-hiring-now.net,Oil Rig Worker,Salesforce,Exciting offer for Oil Rig Worker. We will send you a check for equipment. Deposit the rest to our vendor.,career@yahoo.com,High/Unrealistic,New York,Fake
Foreign,False,Online Chat,http://amazon-hiring-now.net,Package Handler,Amazon,No experience needed. Package Handler position. High pay. Contact us on Telegram for details.,hiring@gmail.com,High/Unrealistic,Remote,Fake
India,True,No Interview,http://tinyurl.com/datatech solutions,Assistant Helper,DataTech Solutions,Urgent hiring for Assistant Helper. 100% genuine. Pay processing charge 5000 for ID card and laptop gate pass.,carrer.offer@rediffmail.com,High/Unrealistic,Bangalore,Fake
India,False,No Interview,http://forms.gle/xyz,Airport Ground Staff,Global Services,Part time job. Just typing work. Earn weekly payment. 100% guaranteed. Call HR Amit on +91-8376266301.,hr.globalservices@gmail.com,High/Unrealistic,Bangalore,Fake
India,True,No Interview,http://forms.gle/xyz,SMS Sending Job,Smart Work Pvt Ltd,Pay registration fee of Rs. 999 to get started. Refundable after first salary.,job.offer123@hotmail.com,High/Unrealistic,Pune,Fake
Foreign,True,Online Chat,http://facebook-hiring-now.net,Cruise Ship Crew,Facebook,Immediate visa sponsorship for Cruise Ship Crew. Pay small administrative fee for visa processing.,employment@facebook-jobs.com,High/Unrealistic,Sydney,Fake
